issue,related_issue,no_related_issue
scipy/scipy#4971,numpy/numpy#5950,numpy/numpy#7048
scipy/scipy#4971,numpy/numpy#5950,numpy/numpy#6418
scipy/scipy#5756,numpy/numpy#3008,numpy/numpy#7134
scipy/scipy#5756,numpy/numpy#3008,numpy/numpy#6180
scipy/scipy#5756,numpy/numpy#3008,matplotlib/matplotlib#6877
scipy/scipy#5808,numpy/numpy#7137,numpy/numpy#2806
scipy/scipy#5808,numpy/numpy#7137,astropy/astropy#1492
scipy/scipy#5808,numpy/numpy#7137,astropy/astropy#129
scipy/scipy#6213,numpy/numpy#7707,numpy/numpy#6719
scipy/scipy#6213,numpy/numpy#7707,numpy/numpy#4378
scipy/scipy#6213,numpy/numpy#7707,matplotlib/matplotlib#3723
scipy/scipy#6563,numpy/numpy#6938,numpy/numpy#7177
scipy/scipy#6563,numpy/numpy#6938,numpy/numpy#6933
scipy/scipy#6563,numpy/numpy#6938,pandas-dev/pandas#9874
scipy/scipy#6984,numpy/numpy#2074,numpy/numpy#1821
scipy/scipy#6984,numpy/numpy#2074,numpy/numpy#1873
scipy/scipy#6984,numpy/numpy#2074,numpy/numpy#1762
scipy/scipy#7174,numpy/numpy#8779,numpy/numpy#218
scipy/scipy#7174,numpy/numpy#8779,matplotlib/matplotlib#2883
scipy/scipy#7174,numpy/numpy#8779,numpy/numpy#3405
scipy/scipy#1727,numpy/numpy#3534,numpy/numpy#2982
scipy/scipy#1727,numpy/numpy#3534,numpy/numpy#5983
scipy/scipy#1727,numpy/numpy#3534,ipython/ipython#7637
scipy/scipy#1943,numpy/numpy#67,numpy/numpy#65
scipy/scipy#1943,numpy/numpy#67,astropy/astropy#1604
scipy/scipy#1943,numpy/numpy#67,numpy/numpy#8592
scipy/scipy#1949,numpy/numpy#3368,numpy/numpy#2819
scipy/scipy#1949,numpy/numpy#3368,scikit-learn/scikit-learn#3309
scipy/scipy#1949,numpy/numpy#3368,astropy/astropy#1048
scipy/scipy#2032,numpy/numpy#151,numpy/numpy#128
scipy/scipy#2032,numpy/numpy#151,numpy/numpy#237
scipy/scipy#2032,numpy/numpy#151,numpy/numpy#330
scipy/scipy#2138,numpy/numpy#5861,numpy/numpy#9239
scipy/scipy#2138,numpy/numpy#5861,numpy/numpy#3497
scipy/scipy#2138,numpy/numpy#5861,numpy/numpy#5165
scipy/scipy#2198,numpy/numpy#307,scikit-learn/scikit-learn#5094
scipy/scipy#2198,numpy/numpy#307,numpy/numpy#8671
scipy/scipy#2198,numpy/numpy#307,matplotlib/matplotlib#4281
scipy/scipy#2325,numpy/numpy#3431,numpy/numpy#5908
scipy/scipy#2325,numpy/numpy#3431,ipython/ipython#4948
scipy/scipy#2325,numpy/numpy#3431,numpy/numpy#5338
scipy/scipy#2338,numpy/numpy#2939,numpy/numpy#4186
scipy/scipy#2338,numpy/numpy#2939,numpy/numpy#5772
scipy/scipy#2338,numpy/numpy#2939,numpy/numpy#6007
scipy/scipy#2349,numpy/numpy#2956,pandas-dev/pandas#18001
scipy/scipy#2349,numpy/numpy#2956,numpy/numpy#4711
scipy/scipy#2349,numpy/numpy#2956,numpy/numpy#315
scipy/scipy#2351,numpy/numpy#2956,pandas-dev/pandas#18001
scipy/scipy#2351,numpy/numpy#2956,numpy/numpy#4711
scipy/scipy#2351,numpy/numpy#2956,numpy/numpy#315
scipy/scipy#2365,numpy/numpy#2995,numpy/numpy#7749
scipy/scipy#2365,numpy/numpy#2995,numpy/numpy#3473
scipy/scipy#2365,numpy/numpy#2995,numpy/numpy#3196
scipy/scipy#2426,numpy/numpy#2822,numpy/numpy#3921
scipy/scipy#2426,numpy/numpy#2822,numpy/numpy#3920
scipy/scipy#2426,numpy/numpy#2822,numpy/numpy#3493
scipy/scipy#2492,numpy/numpy#3340,numpy/numpy#9264
scipy/scipy#2492,numpy/numpy#3340,numpy/numpy#255
scipy/scipy#2492,numpy/numpy#3340,numpy/numpy#6558
scipy/scipy#2533,numpy/numpy#3243,numpy/numpy#3039
scipy/scipy#2533,numpy/numpy#3243,numpy/numpy#4643
scipy/scipy#2533,numpy/numpy#3243,numpy/numpy#4618
scipy/scipy#2589,numpy/numpy#3459,numpy/numpy#3402
scipy/scipy#2589,numpy/numpy#3459,numpy/numpy#7437
scipy/scipy#2589,numpy/numpy#3459,numpy/numpy#6128
scipy/scipy#2590,numpy/numpy#451,numpy/numpy#7336
scipy/scipy#2590,numpy/numpy#451,matplotlib/matplotlib#553
scipy/scipy#2590,numpy/numpy#451,matplotlib/matplotlib#571
scipy/scipy#2608,numpy/numpy#3487,numpy/numpy#4717
scipy/scipy#2608,numpy/numpy#3487,numpy/numpy#8751
scipy/scipy#2608,numpy/numpy#3487,numpy/numpy#4787
scipy/scipy#2651,numpy/numpy#5954,numpy/numpy#5064
scipy/scipy#2651,numpy/numpy#5954,numpy/numpy#4241
scipy/scipy#2651,numpy/numpy#5954,pandas-dev/pandas#16420
scipy/scipy#2673,numpy/numpy#3368,numpy/numpy#2819
scipy/scipy#2673,numpy/numpy#3368,scikit-learn/scikit-learn#3309
scipy/scipy#2673,numpy/numpy#3368,astropy/astropy#1048
scipy/scipy#2682,numpy/numpy#3399,numpy/numpy#7198
scipy/scipy#2682,numpy/numpy#3399,numpy/numpy#2974
scipy/scipy#2682,numpy/numpy#3399,numpy/numpy#5034
scipy/scipy#2861,numpy/numpy#3658,numpy/numpy#7175
scipy/scipy#2861,numpy/numpy#3658,numpy/numpy#4532
scipy/scipy#2861,numpy/numpy#3658,astropy/astropy#3700
scipy/scipy#2894,numpy/numpy#3871,numpy/numpy#3910
scipy/scipy#2894,numpy/numpy#3871,numpy/numpy#9575
scipy/scipy#2894,numpy/numpy#3871,numpy/numpy#9796
scipy/scipy#2916,numpy/numpy#3777,numpy/numpy#3902
scipy/scipy#2916,numpy/numpy#3777,numpy/numpy#9574
scipy/scipy#2916,numpy/numpy#3777,numpy/numpy#3948
scipy/scipy#3038,numpy/numpy#3483,numpy/numpy#4754
scipy/scipy#3038,numpy/numpy#3483,numpy/numpy#7605
scipy/scipy#3038,numpy/numpy#3483,numpy/numpy#6800
scipy/scipy#3081,numpy/numpy#4073,numpy/numpy#9688
scipy/scipy#3081,numpy/numpy#4073,numpy/numpy#318
scipy/scipy#3081,numpy/numpy#4073,numpy/numpy#188
scipy/scipy#3225,numpy/numpy#4225,numpy/numpy#8210
scipy/scipy#3225,numpy/numpy#4225,numpy/numpy#8085
scipy/scipy#3225,numpy/numpy#4225,numpy/numpy#5918
scipy/scipy#3242,numpy/numpy#4416,numpy/numpy#4197
scipy/scipy#3242,numpy/numpy#4416,numpy/numpy#6426
scipy/scipy#3242,numpy/numpy#4416,numpy/numpy#7903
scipy/scipy#3242,numpy/numpy#4225,numpy/numpy#8210
scipy/scipy#3242,numpy/numpy#4225,numpy/numpy#8085
scipy/scipy#3242,numpy/numpy#4225,numpy/numpy#5918
scipy/scipy#3242,numpy/numpy#4415,numpy/numpy#4197
scipy/scipy#3242,numpy/numpy#4415,numpy/numpy#6426
scipy/scipy#3242,numpy/numpy#4415,numpy/numpy#7903
scipy/scipy#3297,numpy/numpy#4275,numpy/numpy#4922
scipy/scipy#3297,numpy/numpy#4275,matplotlib/matplotlib#8488
scipy/scipy#3297,numpy/numpy#4275,matplotlib/matplotlib#8483
scipy/scipy#3330,numpy/numpy#2655,numpy/numpy#2352
scipy/scipy#3330,numpy/numpy#2655,numpy/numpy#2268
scipy/scipy#3330,numpy/numpy#2655,numpy/numpy#2409
scipy/scipy#3354,numpy/numpy#5858,numpy/numpy#5797
scipy/scipy#3354,numpy/numpy#5858,numpy/numpy#5468
scipy/scipy#3354,numpy/numpy#5858,numpy/numpy#5446
scipy/scipy#3354,numpy/numpy#2056,numpy/numpy#2046
scipy/scipy#3354,numpy/numpy#2056,numpy/numpy#1521
scipy/scipy#3354,numpy/numpy#2056,numpy/numpy#1519
scipy/scipy#3376,numpy/numpy#3283,numpy/numpy#3877
scipy/scipy#3376,numpy/numpy#3283,numpy/numpy#2730
scipy/scipy#3376,numpy/numpy#3283,numpy/numpy#2692
scipy/scipy#3412,numpy/numpy#4145,astropy/astropy#3569
scipy/scipy#3412,numpy/numpy#4145,astropy/astropy#6057
scipy/scipy#3412,numpy/numpy#4145,astropy/astropy#5932
scipy/scipy#3465,numpy/numpy#4515,matplotlib/matplotlib#6562
scipy/scipy#3465,numpy/numpy#4515,scikit-learn/scikit-learn#4684
scipy/scipy#3465,numpy/numpy#4515,scikit-learn/scikit-learn#4743
scipy/scipy#350,numpy/numpy#432,numpy/numpy#69
scipy/scipy#350,numpy/numpy#432,matplotlib/matplotlib#788
scipy/scipy#350,numpy/numpy#432,astropy/astropy#2591
scipy/scipy#3554,numpy/numpy#4463,numpy/numpy#5513
scipy/scipy#3554,numpy/numpy#4463,numpy/numpy#3615
scipy/scipy#3554,numpy/numpy#4463,numpy/numpy#7181
scipy/scipy#3596,numpy/numpy#4655,numpy/numpy#8128
scipy/scipy#3596,numpy/numpy#4655,numpy/numpy#8134
scipy/scipy#3596,numpy/numpy#4655,numpy/numpy#5425
scipy/scipy#3608,numpy/numpy#4664,numpy/numpy#7131
scipy/scipy#3608,numpy/numpy#4664,numpy/numpy#7062
scipy/scipy#3608,numpy/numpy#4664,numpy/numpy#7132
scipy/scipy#3629,numpy/numpy#4580,numpy/numpy#3302
scipy/scipy#3629,numpy/numpy#4580,ipython/ipython#468
scipy/scipy#3629,numpy/numpy#4580,numpy/numpy#9217
scipy/scipy#3694,numpy/numpy#582,numpy/numpy#569
scipy/scipy#3694,numpy/numpy#582,numpy/numpy#2262
scipy/scipy#3694,numpy/numpy#582,numpy/numpy#1491
scipy/scipy#3733,numpy/numpy#4681,numpy/numpy#8388
scipy/scipy#3733,numpy/numpy#4681,astropy/astropy#5782
scipy/scipy#3733,numpy/numpy#4681,astropy/astropy#5644
scipy/scipy#374,numpy/numpy#2970,astropy/astropy#1817
scipy/scipy#374,numpy/numpy#2970,astropy/astropy#3889
scipy/scipy#374,numpy/numpy#2970,astropy/astropy#2128
scipy/scipy#3810,numpy/numpy#4733,numpy/numpy#4898
scipy/scipy#3810,numpy/numpy#4733,matplotlib/matplotlib#1039
scipy/scipy#3810,numpy/numpy#4733,numpy/numpy#9109
scipy/scipy#3858,numpy/numpy#4589,numpy/numpy#6436
scipy/scipy#3858,numpy/numpy#4589,numpy/numpy#5059
scipy/scipy#3858,numpy/numpy#4589,numpy/numpy#3378
scipy/scipy#3863,numpy/numpy#432,numpy/numpy#69
scipy/scipy#3863,numpy/numpy#432,matplotlib/matplotlib#788
scipy/scipy#3863,numpy/numpy#432,astropy/astropy#2591
scipy/scipy#3882,numpy/numpy#4972,numpy/numpy#3192
scipy/scipy#3882,numpy/numpy#4972,numpy/numpy#3426
scipy/scipy#3882,numpy/numpy#4972,numpy/numpy#6172
scipy/scipy#3971,numpy/numpy#4114,numpy/numpy#5693
scipy/scipy#3971,numpy/numpy#4114,numpy/numpy#9271
scipy/scipy#3971,numpy/numpy#4114,numpy/numpy#5774
scipy/scipy#3978,numpy/numpy#4964,numpy/numpy#7655
scipy/scipy#3978,numpy/numpy#4964,numpy/numpy#181
scipy/scipy#3978,numpy/numpy#4964,numpy/numpy#3886
scipy/scipy#4104,numpy/numpy#5223,numpy/numpy#3639
scipy/scipy#4104,numpy/numpy#5223,numpy/numpy#3977
scipy/scipy#4104,numpy/numpy#5223,numpy/numpy#4587
scipy/scipy#4105,numpy/numpy#5223,numpy/numpy#3639
scipy/scipy#4105,numpy/numpy#5223,numpy/numpy#3977
scipy/scipy#4105,numpy/numpy#5223,numpy/numpy#4587
scipy/scipy#4106,numpy/numpy#2951,numpy/numpy#5270
scipy/scipy#4106,numpy/numpy#2951,numpy/numpy#8479
scipy/scipy#4106,numpy/numpy#2951,matplotlib/matplotlib#3316
scipy/scipy#4110,numpy/numpy#5247,matplotlib/matplotlib#663
scipy/scipy#4110,numpy/numpy#5247,matplotlib/matplotlib#1799
scipy/scipy#4110,numpy/numpy#5247,matplotlib/matplotlib#780
scipy/scipy#4128,numpy/numpy#5265,astropy/astropy#5212
scipy/scipy#4128,numpy/numpy#5265,astropy/astropy#6186
scipy/scipy#4128,numpy/numpy#5265,astropy/astropy#5213
scipy/scipy#4128,numpy/numpy#5271,numpy/numpy#4707
scipy/scipy#4128,numpy/numpy#5271,numpy/numpy#8693
scipy/scipy#4128,numpy/numpy#5271,numpy/numpy#4728
scipy/scipy#4151,numpy/numpy#5270,numpy/numpy#8479
scipy/scipy#4151,numpy/numpy#5270,numpy/numpy#2951
scipy/scipy#4151,numpy/numpy#5270,matplotlib/matplotlib#3316
scipy/scipy#4157,numpy/numpy#5065,astropy/astropy#5471
scipy/scipy#4157,numpy/numpy#5065,astropy/astropy#5497
scipy/scipy#4157,numpy/numpy#5065,astropy/astropy#5916
scipy/scipy#4168,numpy/numpy#4907,numpy/numpy#2818
scipy/scipy#4168,numpy/numpy#4907,numpy/numpy#6689
scipy/scipy#4168,numpy/numpy#4907,numpy/numpy#6994
scipy/scipy#4168,numpy/numpy#5365,ipython/ipython#1011
scipy/scipy#4168,numpy/numpy#5365,ipython/ipython#1572
scipy/scipy#4168,numpy/numpy#5365,numpy/numpy#4434
scipy/scipy#4168,numpy/numpy#5316,numpy/numpy#7997
scipy/scipy#4168,numpy/numpy#5316,numpy/numpy#4815
scipy/scipy#4168,numpy/numpy#5316,ipython/ipython#3517
scipy/scipy#4176,numpy/numpy#4922,numpy/numpy#4275
scipy/scipy#4176,numpy/numpy#4922,matplotlib/matplotlib#8488
scipy/scipy#4176,numpy/numpy#4922,matplotlib/matplotlib#8483
scipy/scipy#4197,numpy/numpy#5085,numpy/numpy#6551
scipy/scipy#4197,numpy/numpy#5085,ipython/ipython#2561
scipy/scipy#4197,numpy/numpy#5085,scikit-learn/scikit-learn#6330
scipy/scipy#4197,numpy/numpy#4091,numpy/numpy#5002
scipy/scipy#4197,numpy/numpy#4091,astropy/astropy#6092
scipy/scipy#4197,numpy/numpy#4091,astropy/astropy#5954
scipy/scipy#4197,numpy/numpy#4681,numpy/numpy#8388
scipy/scipy#4197,numpy/numpy#4681,astropy/astropy#5782
scipy/scipy#4197,numpy/numpy#4681,astropy/astropy#5644
scipy/scipy#4197,numpy/numpy#4360,numpy/numpy#8921
scipy/scipy#4197,numpy/numpy#4360,numpy/numpy#5202
scipy/scipy#4197,numpy/numpy#4360,numpy/numpy#4259
scipy/scipy#4214,matplotlib/matplotlib#3939,matplotlib/matplotlib#5429
scipy/scipy#4214,matplotlib/matplotlib#3939,matplotlib/matplotlib#6857
scipy/scipy#4214,matplotlib/matplotlib#3939,matplotlib/matplotlib#4230
scipy/scipy#4218,numpy/numpy#4681,numpy/numpy#8388
scipy/scipy#4218,numpy/numpy#4681,astropy/astropy#5782
scipy/scipy#4218,numpy/numpy#4681,astropy/astropy#5644
scipy/scipy#4241,numpy/numpy#5365,ipython/ipython#1011
scipy/scipy#4241,numpy/numpy#5365,ipython/ipython#1572
scipy/scipy#4241,numpy/numpy#5365,numpy/numpy#4434
scipy/scipy#4285,numpy/numpy#4651,numpy/numpy#4477
scipy/scipy#4285,numpy/numpy#4651,numpy/numpy#6275
scipy/scipy#4285,numpy/numpy#4651,numpy/numpy#6280
scipy/scipy#4294,numpy/numpy#5401,numpy/numpy#2906
scipy/scipy#4294,numpy/numpy#5401,numpy/numpy#5338
scipy/scipy#4294,numpy/numpy#5401,numpy/numpy#3387
scipy/scipy#4351,numpy/numpy#5309,numpy/numpy#3766
scipy/scipy#4351,numpy/numpy#5309,numpy/numpy#3598
scipy/scipy#4351,numpy/numpy#5309,scikit-learn/scikit-learn#9725
scipy/scipy#4383,numpy/numpy#5047,astropy/astropy#1928
scipy/scipy#4383,numpy/numpy#5047,astropy/astropy#3794
scipy/scipy#4383,numpy/numpy#5047,astropy/astropy#5700
scipy/scipy#4410,numpy/numpy#5365,ipython/ipython#1011
scipy/scipy#4410,numpy/numpy#5365,ipython/ipython#1572
scipy/scipy#4410,numpy/numpy#5365,numpy/numpy#4434
scipy/scipy#453,scikit-learn/scikit-learn#1928,scikit-learn/scikit-learn#5657
scipy/scipy#453,scikit-learn/scikit-learn#1928,ipython/ipython#3751
scipy/scipy#453,scikit-learn/scikit-learn#1928,ipython/ipython#3586
scipy/scipy#4589,numpy/numpy#5548,numpy/numpy#6054
scipy/scipy#4589,numpy/numpy#5548,numpy/numpy#4852
scipy/scipy#4589,numpy/numpy#5548,astropy/astropy#312
scipy/scipy#4589,numpy/numpy#5762,astropy/astropy#3156
scipy/scipy#4589,numpy/numpy#5762,astropy/astropy#4026
scipy/scipy#4589,numpy/numpy#5762,astropy/astropy#4451
scipy/scipy#4589,numpy/numpy#5523,astropy/astropy#2395
scipy/scipy#4589,numpy/numpy#5523,astropy/astropy#2408
scipy/scipy#4589,numpy/numpy#5523,astropy/astropy#3600
scipy/scipy#459,numpy/numpy#3149,numpy/numpy#3383
scipy/scipy#459,numpy/numpy#3149,numpy/numpy#5367
scipy/scipy#459,numpy/numpy#3149,numpy/numpy#6304
scipy/scipy#4642,numpy/numpy#5701,numpy/numpy#3320
scipy/scipy#4642,numpy/numpy#5701,numpy/numpy#5396
scipy/scipy#4642,numpy/numpy#5701,numpy/numpy#5988
scipy/scipy#4642,numpy/numpy#3895,numpy/numpy#4801
scipy/scipy#4642,numpy/numpy#3895,numpy/numpy#4985
scipy/scipy#4642,numpy/numpy#3895,astropy/astropy#1950
scipy/scipy#4672,numpy/numpy#5868,astropy/astropy#4416
scipy/scipy#4672,numpy/numpy#5868,numpy/numpy#4980
scipy/scipy#4672,numpy/numpy#5868,astropy/astropy#2046
scipy/scipy#4682,matplotlib/matplotlib#4324,matplotlib/matplotlib#7946
scipy/scipy#4682,matplotlib/matplotlib#4324,matplotlib/matplotlib#7202
scipy/scipy#4682,matplotlib/matplotlib#4324,matplotlib/matplotlib#1567
scipy/scipy#4682,matplotlib/matplotlib#4328,matplotlib/matplotlib#4325
scipy/scipy#4682,matplotlib/matplotlib#4328,matplotlib/matplotlib#8766
scipy/scipy#4682,matplotlib/matplotlib#4328,matplotlib/matplotlib#8758
scipy/scipy#4704,numpy/numpy#2221,numpy/numpy#2238
scipy/scipy#4704,numpy/numpy#2221,numpy/numpy#2681
scipy/scipy#4704,numpy/numpy#2221,numpy/numpy#2690
scipy/scipy#4729,numpy/numpy#6462,numpy/numpy#7934
scipy/scipy#4729,numpy/numpy#6462,ipython/ipython#8311
scipy/scipy#4729,numpy/numpy#6462,ipython/ipython#8319
scipy/scipy#4734,numpy/numpy#219,matplotlib/matplotlib#1637
scipy/scipy#4734,numpy/numpy#219,numpy/numpy#363
scipy/scipy#4734,numpy/numpy#219,scikit-learn/scikit-learn#3387
scipy/scipy#4805,numpy/numpy#3128,numpy/numpy#3136
scipy/scipy#4805,numpy/numpy#3128,numpy/numpy#6257
scipy/scipy#4805,numpy/numpy#3128,scikit-learn/scikit-learn#714
scipy/scipy#4813,numpy/numpy#5232,pandas-dev/pandas#458
scipy/scipy#4813,numpy/numpy#5232,pandas-dev/pandas#2142
scipy/scipy#4813,numpy/numpy#5232,pandas-dev/pandas#3181
scipy/scipy#4891,numpy/numpy#5893,numpy/numpy#7755
scipy/scipy#4891,numpy/numpy#5893,scikit-learn/scikit-learn#3528
scipy/scipy#4891,numpy/numpy#5893,scikit-learn/scikit-learn#3952
scipy/scipy#4946,numpy/numpy#4671,numpy/numpy#3599
scipy/scipy#4946,numpy/numpy#4671,numpy/numpy#3852
scipy/scipy#4946,numpy/numpy#4671,numpy/numpy#6451
scipy/scipy#4949,numpy/numpy#2089,numpy/numpy#1651
scipy/scipy#4949,numpy/numpy#2089,numpy/numpy#1775
scipy/scipy#4949,numpy/numpy#2089,numpy/numpy#1846
scipy/scipy#4950,numpy/numpy#5957,numpy/numpy#153
scipy/scipy#4950,numpy/numpy#5957,numpy/numpy#8321
scipy/scipy#4950,numpy/numpy#5957,numpy/numpy#2719
scipy/scipy#4988,matplotlib/matplotlib#4552,matplotlib/matplotlib#1789
scipy/scipy#4988,matplotlib/matplotlib#4552,matplotlib/matplotlib#3483
scipy/scipy#4988,matplotlib/matplotlib#4552,matplotlib/matplotlib#3088
scipy/scipy#5095,numpy/numpy#6119,numpy/numpy#5321
scipy/scipy#5095,numpy/numpy#6119,numpy/numpy#5332
scipy/scipy#5095,numpy/numpy#6119,numpy/numpy#8530
scipy/scipy#5154,numpy/numpy#5866,numpy/numpy#8356
scipy/scipy#5154,numpy/numpy#5866,numpy/numpy#8675
scipy/scipy#5154,numpy/numpy#5866,numpy/numpy#3369
scipy/scipy#5173,numpy/numpy#6120,numpy/numpy#3
scipy/scipy#5173,numpy/numpy#6120,numpy/numpy#6895
scipy/scipy#5173,numpy/numpy#6120,numpy/numpy#8307
scipy/scipy#5292,numpy/numpy#7238,astropy/astropy#4565
scipy/scipy#5292,numpy/numpy#7238,numpy/numpy#7549
scipy/scipy#5292,numpy/numpy#7238,numpy/numpy#71
scipy/scipy#5374,numpy/numpy#6556,numpy/numpy#3582
scipy/scipy#5374,numpy/numpy#6556,scikit-learn/scikit-learn#490
scipy/scipy#5374,numpy/numpy#6556,scikit-learn/scikit-learn#6756
scipy/scipy#5379,numpy/numpy#6462,numpy/numpy#7934
scipy/scipy#5379,numpy/numpy#6462,ipython/ipython#8311
scipy/scipy#5379,numpy/numpy#6462,ipython/ipython#8319
scipy/scipy#5379,numpy/numpy#6493,numpy/numpy#456
scipy/scipy#5379,numpy/numpy#6493,numpy/numpy#3113
scipy/scipy#5379,numpy/numpy#6493,astropy/astropy#3808
scipy/scipy#5380,numpy/numpy#6495,numpy/numpy#3871
scipy/scipy#5380,numpy/numpy#6495,numpy/numpy#3902
scipy/scipy#5380,numpy/numpy#6495,numpy/numpy#3948
scipy/scipy#5397,numpy/numpy#6467,astropy/astropy#867
scipy/scipy#5397,numpy/numpy#6467,numpy/numpy#4085
scipy/scipy#5397,numpy/numpy#6467,astropy/astropy#2019
scipy/scipy#5430,numpy/numpy#2951,numpy/numpy#5270
scipy/scipy#5430,numpy/numpy#2951,numpy/numpy#8479
scipy/scipy#5430,numpy/numpy#2951,matplotlib/matplotlib#3316
scipy/scipy#5527,numpy/numpy#6976,astropy/astropy#408
scipy/scipy#5527,numpy/numpy#6976,numpy/numpy#2787
scipy/scipy#5527,numpy/numpy#6976,numpy/numpy#2980
scipy/scipy#5534,matplotlib/matplotlib#5399,matplotlib/matplotlib#3023
scipy/scipy#5534,matplotlib/matplotlib#5399,scikit-learn/scikit-learn#243
scipy/scipy#5534,matplotlib/matplotlib#5399,scikit-learn/scikit-learn#4995
scipy/scipy#5534,matplotlib/matplotlib#5454,pandas-dev/pandas#2225
scipy/scipy#5534,matplotlib/matplotlib#5454,pandas-dev/pandas#2218
scipy/scipy#5534,matplotlib/matplotlib#5454,pandas-dev/pandas#2347
scipy/scipy#5534,matplotlib/matplotlib#5471,matplotlib/matplotlib#5806
scipy/scipy#5534,matplotlib/matplotlib#5471,matplotlib/matplotlib#6960
scipy/scipy#5534,matplotlib/matplotlib#5471,matplotlib/matplotlib#8627
scipy/scipy#5574,numpy/numpy#6495,numpy/numpy#3871
scipy/scipy#5574,numpy/numpy#6495,numpy/numpy#3330
scipy/scipy#5574,numpy/numpy#6495,numpy/numpy#9805
scipy/scipy#5609,numpy/numpy#6901,numpy/numpy#3349
scipy/scipy#5609,numpy/numpy#6901,numpy/numpy#5882
scipy/scipy#5609,numpy/numpy#6901,numpy/numpy#6437
scipy/scipy#5609,numpy/numpy#6493,numpy/numpy#456
scipy/scipy#5609,numpy/numpy#6493,numpy/numpy#3113
scipy/scipy#5609,numpy/numpy#6493,astropy/astropy#3808
scipy/scipy#5644,numpy/numpy#5479,pandas-dev/pandas#11487
scipy/scipy#5644,numpy/numpy#5479,pandas-dev/pandas#13544
scipy/scipy#5644,numpy/numpy#5479,ipython/ipython#1878
scipy/scipy#5745,numpy/numpy#6895,numpy/numpy#6927
scipy/scipy#5745,numpy/numpy#6895,numpy/numpy#3
scipy/scipy#5745,numpy/numpy#6895,numpy/numpy#8307
scipy/scipy#5759,numpy/numpy#7104,pandas-dev/pandas#15051
scipy/scipy#5759,numpy/numpy#7104,pandas-dev/pandas#15052
scipy/scipy#5759,numpy/numpy#7104,pandas-dev/pandas#14096
scipy/scipy#5792,numpy/numpy#6931,astropy/astropy#5568
scipy/scipy#5792,numpy/numpy#6931,astropy/astropy#5642
scipy/scipy#5792,numpy/numpy#6931,astropy/astropy#5347
scipy/scipy#58,numpy/numpy#67,numpy/numpy#65
scipy/scipy#58,numpy/numpy#67,astropy/astropy#1604
scipy/scipy#58,numpy/numpy#67,numpy/numpy#8592
scipy/scipy#5800,numpy/numpy#6717,numpy/numpy#5510
scipy/scipy#5800,numpy/numpy#6717,numpy/numpy#6992
scipy/scipy#5800,numpy/numpy#6717,numpy/numpy#3692
scipy/scipy#5800,numpy/numpy#7005,numpy/numpy#5055
scipy/scipy#5800,numpy/numpy#7005,numpy/numpy#4157
scipy/scipy#5800,numpy/numpy#7005,numpy/numpy#5616
scipy/scipy#5800,numpy/numpy#7048,numpy/numpy#6577
scipy/scipy#5800,numpy/numpy#7048,numpy/numpy#6418
scipy/scipy#5800,numpy/numpy#7048,numpy/numpy#6309
