issue,related_issue,no_related_issue
pandas-dev/pandas#12887,scipy/scipy#6063,numpy/numpy#4240
pandas-dev/pandas#12887,scipy/scipy#6063,ipython/ipython#3976
pandas-dev/pandas#12199,scipy/scipy#5790,numpy/numpy#2948
pandas-dev/pandas#12199,scipy/scipy#5790,numpy/numpy#7540
pandas-dev/pandas#12199,scipy/scipy#5790,numpy/numpy#5532
pandas-dev/pandas#14498,numpy/numpy#8127,ipython/ipython#3489
pandas-dev/pandas#14498,numpy/numpy#8127,matplotlib/matplotlib#3564
pandas-dev/pandas#14498,numpy/numpy#8127,matplotlib/matplotlib#3496
pandas-dev/pandas#14497,numpy/numpy#8127,ipython/ipython#3489
pandas-dev/pandas#14497,numpy/numpy#8127,matplotlib/matplotlib#3496
pandas-dev/pandas#14497,numpy/numpy#8127,matplotlib/matplotlib#3564
pandas-dev/pandas#14006,numpy/numpy#7934,ipython/ipython#8311
pandas-dev/pandas#14006,numpy/numpy#7934,ipython/ipython#8319
pandas-dev/pandas#14006,numpy/numpy#7934,ipython/ipython#9128
pandas-dev/pandas#13684,numpy/numpy#7844,scipy/scipy#3795
pandas-dev/pandas#13684,numpy/numpy#7844,numpy/numpy#382
pandas-dev/pandas#13684,numpy/numpy#7844,matplotlib/matplotlib#5788
pandas-dev/pandas#12389,numpy/numpy#7285,ipython/ipython#4777
pandas-dev/pandas#12389,numpy/numpy#7285,ipython/ipython#3455
pandas-dev/pandas#12389,numpy/numpy#7285,ipython/ipython#1157
pandas-dev/pandas#12197,numpy/numpy#7163,numpy/numpy#4685
pandas-dev/pandas#12197,numpy/numpy#7163,numpy/numpy#4638
pandas-dev/pandas#12197,numpy/numpy#7163,numpy/numpy#6812
pandas-dev/pandas#13399,numpy/numpy#6938,numpy/numpy#7177
pandas-dev/pandas#13399,numpy/numpy#6938,scipy/scipy#5143
pandas-dev/pandas#13399,numpy/numpy#6938,numpy/numpy#6933
pandas-dev/pandas#11824,numpy/numpy#6812,numpy/numpy#7074
pandas-dev/pandas#11824,numpy/numpy#6812,numpy/numpy#7163
pandas-dev/pandas#11824,numpy/numpy#6812,numpy/numpy#4685
pandas-dev/pandas#12736,numpy/numpy#6271,ipython/ipython#4692
pandas-dev/pandas#12736,numpy/numpy#6271,ipython/ipython#4473
pandas-dev/pandas#12736,numpy/numpy#6271,ipython/ipython#3563
pandas-dev/pandas#10887,numpy/numpy#6238,numpy/numpy#7102
pandas-dev/pandas#10887,numpy/numpy#6238,numpy/numpy#4542
pandas-dev/pandas#10887,numpy/numpy#6238,numpy/numpy#6312
pandas-dev/pandas#10430,numpy/numpy#6014,numpy/numpy#4328
pandas-dev/pandas#10430,numpy/numpy#6014,matplotlib/matplotlib#3621
pandas-dev/pandas#10430,numpy/numpy#6014,matplotlib/matplotlib#5050
pandas-dev/pandas#9670,numpy/numpy#4694,numpy/numpy#6123
pandas-dev/pandas#9670,numpy/numpy#4694,numpy/numpy#5697
pandas-dev/pandas#9670,numpy/numpy#4694,numpy/numpy#7018
pandas-dev/pandas#7065,numpy/numpy#4685,numpy/numpy#7163
pandas-dev/pandas#7065,numpy/numpy#4685,numpy/numpy#4638
pandas-dev/pandas#7065,numpy/numpy#4685,numpy/numpy#6294
pandas-dev/pandas#6915,numpy/numpy#4638,numpy/numpy#6294
pandas-dev/pandas#6915,numpy/numpy#4638,numpy/numpy#4685
pandas-dev/pandas#6915,numpy/numpy#4638,numpy/numpy#7163
pandas-dev/pandas#1968,numpy/numpy#459,numpy/numpy#3165
pandas-dev/pandas#1968,numpy/numpy#459,matplotlib/matplotlib#1283
pandas-dev/pandas#1968,numpy/numpy#459,matplotlib/matplotlib#359
pandas-dev/pandas#11096,numpy/numpy#4464,numpy/numpy#3381
pandas-dev/pandas#11096,numpy/numpy#4464,numpy/numpy#6199
pandas-dev/pandas#11096,numpy/numpy#4464,scipy/scipy#5044
pandas-dev/pandas#9156,numpy/numpy#4240,numpy/numpy#5329
pandas-dev/pandas#9156,numpy/numpy#4240,scipy/scipy#6063
pandas-dev/pandas#9156,numpy/numpy#4240,numpy/numpy#6294
pandas-dev/pandas#6036,numpy/numpy#4215,numpy/numpy#4058
pandas-dev/pandas#6036,numpy/numpy#4215,numpy/numpy#4220
pandas-dev/pandas#6036,numpy/numpy#4215,numpy/numpy#3385
pandas-dev/pandas#5997,numpy/numpy#4109,numpy/numpy#3512
pandas-dev/pandas#5997,numpy/numpy#4109,numpy/numpy#3965
pandas-dev/pandas#5997,numpy/numpy#4109,numpy/numpy#5066
pandas-dev/pandas#8846,numpy/numpy#4102,numpy/numpy#6371
pandas-dev/pandas#8846,numpy/numpy#4102,numpy/numpy#6373
pandas-dev/pandas#8846,numpy/numpy#4102,numpy/numpy#3280
pandas-dev/pandas#5396,numpy/numpy#3962,astropy/astropy#3652
pandas-dev/pandas#5396,numpy/numpy#3962,numpy/numpy#6473
pandas-dev/pandas#5396,numpy/numpy#3962,astropy/astropy#2479
pandas-dev/pandas#13714,numpy/numpy#3879,astropy/astropy#5450
pandas-dev/pandas#13714,numpy/numpy#3879,astropy/astropy#4992
pandas-dev/pandas#13714,numpy/numpy#3879,numpy/numpy#4681
pandas-dev/pandas#8350,numpy/numpy#3290,ipython/ipython#3160
pandas-dev/pandas#8350,numpy/numpy#3290,astropy/astropy#2804
pandas-dev/pandas#8350,numpy/numpy#3290,astropy/astropy#2302
pandas-dev/pandas#4405,numpy/numpy#3270,numpy/numpy#3984
pandas-dev/pandas#4405,numpy/numpy#3270,numpy/numpy#3322
pandas-dev/pandas#4405,numpy/numpy#3270,numpy/numpy#3335
pandas-dev/pandas#3542,numpy/numpy#3270,numpy/numpy#3984
pandas-dev/pandas#3542,numpy/numpy#3270,numpy/numpy#3322
pandas-dev/pandas#3542,numpy/numpy#3270,numpy/numpy#3335
pandas-dev/pandas#5824,numpy/numpy#3243,numpy/numpy#3039
pandas-dev/pandas#5824,numpy/numpy#3243,numpy/numpy#4643
pandas-dev/pandas#5824,numpy/numpy#3243,numpy/numpy#4618
pandas-dev/pandas#3130,numpy/numpy#324,numpy/numpy#165
pandas-dev/pandas#3130,numpy/numpy#324,numpy/numpy#190
pandas-dev/pandas#3130,numpy/numpy#324,numpy/numpy#270
pandas-dev/pandas#2867,numpy/numpy#324,numpy/numpy#165
pandas-dev/pandas#2867,numpy/numpy#324,numpy/numpy#190
pandas-dev/pandas#2867,numpy/numpy#324,numpy/numpy#270
pandas-dev/pandas#2490,numpy/numpy#324,numpy/numpy#165
pandas-dev/pandas#2490,numpy/numpy#324,numpy/numpy#190
pandas-dev/pandas#2490,numpy/numpy#324,numpy/numpy#270
pandas-dev/pandas#3629,numpy/numpy#320,scikit-learn/scikit-learn#2845
pandas-dev/pandas#3629,numpy/numpy#320,scikit-learn/scikit-learn#2843
pandas-dev/pandas#3629,numpy/numpy#320,scipy/scipy#6081
pandas-dev/pandas#3185,numpy/numpy#31,astropy/astropy#3800
pandas-dev/pandas#3185,numpy/numpy#31,astropy/astropy#2647
pandas-dev/pandas#3185,numpy/numpy#31,numpy/numpy#4977
pandas-dev/pandas#2096,numpy/numpy#2704,astropy/astropy#4302
pandas-dev/pandas#2096,numpy/numpy#2704,astropy/astropy#5581
pandas-dev/pandas#2096,numpy/numpy#2704,astropy/astropy#4497
pandas-dev/pandas#6166,numpy/numpy#2485,numpy/numpy#670
pandas-dev/pandas#6166,numpy/numpy#2485,numpy/numpy#2598
pandas-dev/pandas#6166,numpy/numpy#2485,numpy/numpy#2311
pandas-dev/pandas#9670,numpy/numpy#2448,numpy/numpy#667
pandas-dev/pandas#9670,numpy/numpy#2448,numpy/numpy#2490
pandas-dev/pandas#9670,numpy/numpy#2448,numpy/numpy#611
pandas-dev/pandas#6964,numpy/numpy#2031,numpy/numpy#1867
pandas-dev/pandas#6964,numpy/numpy#2031,numpy/numpy#1995
pandas-dev/pandas#6964,numpy/numpy#2031,numpy/numpy#1946
pandas-dev/pandas#4738,numpy/numpy#1595,numpy/numpy#1540
pandas-dev/pandas#4738,numpy/numpy#1595,numpy/numpy#1602
pandas-dev/pandas#4738,numpy/numpy#1595,numpy/numpy#1853
pandas-dev/pandas#9670,numpy/numpy#1063,numpy/numpy#1245
pandas-dev/pandas#9670,numpy/numpy#1063,numpy/numpy#1269
pandas-dev/pandas#9670,numpy/numpy#1063,numpy/numpy#1051
pandas-dev/pandas#14808,matplotlib/matplotlib#7598,matplotlib/matplotlib#6632
pandas-dev/pandas#14808,matplotlib/matplotlib#7598,matplotlib/matplotlib#7483
pandas-dev/pandas#14808,matplotlib/matplotlib#7598,matplotlib/matplotlib#6500
pandas-dev/pandas#14240,matplotlib/matplotlib#7124,scikit-learn/scikit-learn#7387
pandas-dev/pandas#14240,matplotlib/matplotlib#7124,scipy/scipy#8137
pandas-dev/pandas#14240,matplotlib/matplotlib#7124,scikit-learn/scikit-learn#7748
pandas-dev/pandas#13114,matplotlib/matplotlib#6392,matplotlib/matplotlib#5556
pandas-dev/pandas#13114,matplotlib/matplotlib#6392,matplotlib/matplotlib#6506
pandas-dev/pandas#13114,matplotlib/matplotlib#6392,matplotlib/matplotlib#5682
pandas-dev/pandas#13131,matplotlib/matplotlib#6365,ipython/ipython#6402
pandas-dev/pandas#13131,matplotlib/matplotlib#6365,ipython/ipython#6446
pandas-dev/pandas#13131,matplotlib/matplotlib#6365,ipython/ipython#4682
pandas-dev/pandas#13010,matplotlib/matplotlib#6190,matplotlib/matplotlib#6351
pandas-dev/pandas#13010,matplotlib/matplotlib#6190,matplotlib/matplotlib#3671
pandas-dev/pandas#13010,matplotlib/matplotlib#6190,matplotlib/matplotlib#6379
pandas-dev/pandas#13570,matplotlib/matplotlib#6175,matplotlib/matplotlib#4588
pandas-dev/pandas#13570,matplotlib/matplotlib#6175,matplotlib/matplotlib#3074
pandas-dev/pandas#13570,matplotlib/matplotlib#6175,matplotlib/matplotlib#2276
pandas-dev/pandas#13010,matplotlib/matplotlib#6155,matplotlib/matplotlib#5402
pandas-dev/pandas#13010,matplotlib/matplotlib#6155,matplotlib/matplotlib#3399
pandas-dev/pandas#13010,matplotlib/matplotlib#6155,matplotlib/matplotlib#6823
pandas-dev/pandas#12436,matplotlib/matplotlib#5836,ipython/ipython#1711
pandas-dev/pandas#12436,matplotlib/matplotlib#5836,ipython/ipython#4993
pandas-dev/pandas#12436,matplotlib/matplotlib#5836,ipython/ipython#6233
pandas-dev/pandas#13570,matplotlib/matplotlib#5599,matplotlib/matplotlib#5556
pandas-dev/pandas#13570,matplotlib/matplotlib#5599,matplotlib/matplotlib#5445
pandas-dev/pandas#13570,matplotlib/matplotlib#5599,matplotlib/matplotlib#6013
pandas-dev/pandas#11858,matplotlib/matplotlib#5550,matplotlib/matplotlib#3385
pandas-dev/pandas#11858,matplotlib/matplotlib#5550,scikit-learn/scikit-learn#806
pandas-dev/pandas#11858,matplotlib/matplotlib#5550,scikit-learn/scikit-learn#713
pandas-dev/pandas#11913,matplotlib/matplotlib#5405,matplotlib/matplotlib#6596
pandas-dev/pandas#11913,matplotlib/matplotlib#5405,matplotlib/matplotlib#6279
pandas-dev/pandas#11913,matplotlib/matplotlib#5405,matplotlib/matplotlib#3874
pandas-dev/pandas#11111,matplotlib/matplotlib#5089,matplotlib/matplotlib#4222
pandas-dev/pandas#11111,matplotlib/matplotlib#5089,matplotlib/matplotlib#3977
pandas-dev/pandas#11111,matplotlib/matplotlib#5089,matplotlib/matplotlib#1148
pandas-dev/pandas#10848,matplotlib/matplotlib#5050,numpy/numpy#7074
pandas-dev/pandas#10848,matplotlib/matplotlib#5050,numpy/numpy#4328
pandas-dev/pandas#10848,matplotlib/matplotlib#5050,numpy/numpy#6812
pandas-dev/pandas#13333,matplotlib/matplotlib#5047,matplotlib/matplotlib#2559
pandas-dev/pandas#13333,matplotlib/matplotlib#5047,matplotlib/matplotlib#4338
pandas-dev/pandas#13333,matplotlib/matplotlib#5047,matplotlib/matplotlib#4519
pandas-dev/pandas#11602,matplotlib/matplotlib#4925,matplotlib/matplotlib#1535
pandas-dev/pandas#11602,matplotlib/matplotlib#4925,numpy/numpy#6869
pandas-dev/pandas#11602,matplotlib/matplotlib#4925,ipython/ipython#2075
pandas-dev/pandas#3860,matplotlib/matplotlib#484,matplotlib/matplotlib#1428
pandas-dev/pandas#3860,matplotlib/matplotlib#484,matplotlib/matplotlib#7015
pandas-dev/pandas#3860,matplotlib/matplotlib#484,matplotlib/matplotlib#8098
pandas-dev/pandas#11111,matplotlib/matplotlib#4686,matplotlib/matplotlib#4669
pandas-dev/pandas#11111,matplotlib/matplotlib#4686,matplotlib/matplotlib#7095
pandas-dev/pandas#11111,matplotlib/matplotlib#4686,matplotlib/matplotlib#3154
pandas-dev/pandas#9919,matplotlib/matplotlib#4281,scikit-learn/scikit-learn#5094
pandas-dev/pandas#9919,matplotlib/matplotlib#4281,scikit-learn/scikit-learn#1805
pandas-dev/pandas#9919,matplotlib/matplotlib#4281,scikit-learn/scikit-learn#1801
pandas-dev/pandas#11111,matplotlib/matplotlib#4079,matplotlib/matplotlib#5764
pandas-dev/pandas#11111,matplotlib/matplotlib#4079,matplotlib/matplotlib#2475
pandas-dev/pandas#11111,matplotlib/matplotlib#4079,matplotlib/matplotlib#598
pandas-dev/pandas#9307,matplotlib/matplotlib#3892,matplotlib/matplotlib#4099
pandas-dev/pandas#9307,matplotlib/matplotlib#3892,matplotlib/matplotlib#2974
pandas-dev/pandas#9307,matplotlib/matplotlib#3892,matplotlib/matplotlib#2748
pandas-dev/pandas#5489,matplotlib/matplotlib#374,astropy/astropy#3755
pandas-dev/pandas#5489,matplotlib/matplotlib#374,matplotlib/matplotlib#2420
pandas-dev/pandas#5489,matplotlib/matplotlib#374,astropy/astropy#13
pandas-dev/pandas#8240,matplotlib/matplotlib#3571,matplotlib/matplotlib#3533
pandas-dev/pandas#8240,matplotlib/matplotlib#3571,matplotlib/matplotlib#6712
pandas-dev/pandas#8240,matplotlib/matplotlib#3571,matplotlib/matplotlib#5711
pandas-dev/pandas#9161,matplotlib/matplotlib#3303,matplotlib/matplotlib#3032
pandas-dev/pandas#9161,matplotlib/matplotlib#3303,matplotlib/matplotlib#7449
pandas-dev/pandas#9161,matplotlib/matplotlib#3303,matplotlib/matplotlib#5691
pandas-dev/pandas#9118,matplotlib/matplotlib#3192,matplotlib/matplotlib#4728
pandas-dev/pandas#9118,matplotlib/matplotlib#3192,matplotlib/matplotlib#3165
pandas-dev/pandas#9118,matplotlib/matplotlib#3192,matplotlib/matplotlib#3566
pandas-dev/pandas#6272,matplotlib/matplotlib#2796,matplotlib/matplotlib#3969
pandas-dev/pandas#6272,matplotlib/matplotlib#2796,matplotlib/matplotlib#3979
pandas-dev/pandas#6272,matplotlib/matplotlib#2796,matplotlib/matplotlib#3966
pandas-dev/pandas#4264,matplotlib/matplotlib#2643,matplotlib/matplotlib#6707
pandas-dev/pandas#4264,matplotlib/matplotlib#2643,matplotlib/matplotlib#6851
pandas-dev/pandas#4264,matplotlib/matplotlib#2643,scikit-learn/scikit-learn#6141
pandas-dev/pandas#783,matplotlib/matplotlib#2643,matplotlib/matplotlib#6707
pandas-dev/pandas#783,matplotlib/matplotlib#2643,matplotlib/matplotlib#6851
pandas-dev/pandas#783,matplotlib/matplotlib#2643,scikit-learn/scikit-learn#6141
pandas-dev/pandas#5489,matplotlib/matplotlib#2637,matplotlib/matplotlib#6364
pandas-dev/pandas#5489,matplotlib/matplotlib#2637,matplotlib/matplotlib#8213
pandas-dev/pandas#5489,matplotlib/matplotlib#2637,matplotlib/matplotlib#3381
pandas-dev/pandas#5925,matplotlib/matplotlib#2529,scikit-learn/scikit-learn#4008
pandas-dev/pandas#5925,matplotlib/matplotlib#2529,numpy/numpy#6748
pandas-dev/pandas#5925,matplotlib/matplotlib#2529,scipy/scipy#5555
pandas-dev/pandas#4789,matplotlib/matplotlib#2419,ipython/ipython#3161
pandas-dev/pandas#4789,matplotlib/matplotlib#2419,scipy/scipy#5868
pandas-dev/pandas#4789,matplotlib/matplotlib#2419,numpy/numpy#7084
pandas-dev/pandas#5517,matplotlib/matplotlib#2356,matplotlib/matplotlib#805
pandas-dev/pandas#5517,matplotlib/matplotlib#2356,matplotlib/matplotlib#2297
pandas-dev/pandas#5517,matplotlib/matplotlib#2356,matplotlib/matplotlib#1752
pandas-dev/pandas#5489,matplotlib/matplotlib#2236,matplotlib/matplotlib#3874
pandas-dev/pandas#5489,matplotlib/matplotlib#2236,matplotlib/matplotlib#7192
pandas-dev/pandas#5489,matplotlib/matplotlib#2236,ipython/ipython#990
pandas-dev/pandas#8317,matplotlib/matplotlib#1945,matplotlib/matplotlib#1868
pandas-dev/pandas#8317,matplotlib/matplotlib#1945,matplotlib/matplotlib#1899
pandas-dev/pandas#8317,matplotlib/matplotlib#1945,matplotlib/matplotlib#1918
pandas-dev/pandas#8286,matplotlib/matplotlib#1945,matplotlib/matplotlib#1899
pandas-dev/pandas#8286,matplotlib/matplotlib#1945,matplotlib/matplotlib#1868
pandas-dev/pandas#8286,matplotlib/matplotlib#1945,matplotlib/matplotlib#1918
pandas-dev/pandas#3298,matplotlib/matplotlib#1892,scipy/scipy#4481
pandas-dev/pandas#3298,matplotlib/matplotlib#1892,matplotlib/matplotlib#5289
pandas-dev/pandas#3298,matplotlib/matplotlib#1892,scikit-learn/scikit-learn#3530
pandas-dev/pandas#3254,matplotlib/matplotlib#1889,matplotlib/matplotlib#4813
pandas-dev/pandas#3254,matplotlib/matplotlib#1889,matplotlib/matplotlib#4114
pandas-dev/pandas#3254,matplotlib/matplotlib#1889,matplotlib/matplotlib#2224
pandas-dev/pandas#3254,matplotlib/matplotlib#1882,matplotlib/matplotlib#6491
pandas-dev/pandas#3254,matplotlib/matplotlib#1882,scikit-learn/scikit-learn#6691
pandas-dev/pandas#3254,matplotlib/matplotlib#1882,numpy/numpy#5911
pandas-dev/pandas#2562,matplotlib/matplotlib#1454,matplotlib/matplotlib#2097
pandas-dev/pandas#2562,matplotlib/matplotlib#1454,matplotlib/matplotlib#5364
pandas-dev/pandas#2562,matplotlib/matplotlib#1454,matplotlib/matplotlib#4274
pandas-dev/pandas#8614,matplotlib/matplotlib#1097,ipython/ipython#1542
pandas-dev/pandas#8614,matplotlib/matplotlib#1097,ipython/ipython#4230
pandas-dev/pandas#8614,matplotlib/matplotlib#1097,ipython/ipython#5078
pandas-dev/pandas#6636,matplotlib/matplotlib#1097,ipython/ipython#1542
pandas-dev/pandas#6636,matplotlib/matplotlib#1097,ipython/ipython#4230
pandas-dev/pandas#6636,matplotlib/matplotlib#1097,ipython/ipython#5078
pandas-dev/pandas#13618,ipython/ipython#9289,ipython/ipython#4758
pandas-dev/pandas#13618,ipython/ipython#9289,ipython/ipython#6763
pandas-dev/pandas#13618,ipython/ipython#9289,ipython/ipython#8795
pandas-dev/pandas#233,ipython/ipython#907,ipython/ipython#5065
pandas-dev/pandas#233,ipython/ipython#907,ipython/ipython#3488
pandas-dev/pandas#233,ipython/ipython#907,ipython/ipython#5278
pandas-dev/pandas#7235,ipython/ipython#5904,ipython/ipython#1049
pandas-dev/pandas#7235,ipython/ipython#5904,ipython/ipython#1152
pandas-dev/pandas#7235,ipython/ipython#5904,ipython/ipython#9666
pandas-dev/pandas#7078,ipython/ipython#5816,ipython/ipython#2480
pandas-dev/pandas#7078,ipython/ipython#5816,ipython/ipython#4163
pandas-dev/pandas#7078,ipython/ipython#5816,matplotlib/matplotlib#7931
pandas-dev/pandas#14706,ipython/ipython#5763,ipython/ipython#4054
pandas-dev/pandas#14706,ipython/ipython#5763,ipython/ipython#6318
pandas-dev/pandas#14706,ipython/ipython#5763,ipython/ipython#3677
pandas-dev/pandas#7020,ipython/ipython#5458,matplotlib/matplotlib#3989
pandas-dev/pandas#7020,ipython/ipython#5458,matplotlib/matplotlib#4146
pandas-dev/pandas#7020,ipython/ipython#5458,matplotlib/matplotlib#3689
pandas-dev/pandas#7499,ipython/ipython#4980,ipython/ipython#4166
pandas-dev/pandas#7499,ipython/ipython#4980,ipython/ipython#4239
pandas-dev/pandas#7499,ipython/ipython#4980,ipython/ipython#2871
pandas-dev/pandas#5221,ipython/ipython#4870,matplotlib/matplotlib#9289
pandas-dev/pandas#5221,ipython/ipython#4870,scipy/scipy#5696
pandas-dev/pandas#5221,ipython/ipython#4870,matplotlib/matplotlib#5179
pandas-dev/pandas#5922,ipython/ipython#4832,ipython/ipython#3381
pandas-dev/pandas#5922,ipython/ipython#4832,ipython/ipython#6123
pandas-dev/pandas#5922,ipython/ipython#4832,ipython/ipython#6110
pandas-dev/pandas#7953,ipython/ipython#4827,ipython/ipython#14
pandas-dev/pandas#7953,ipython/ipython#4827,ipython/ipython#6
pandas-dev/pandas#7953,ipython/ipython#4827,ipython/ipython#6050
pandas-dev/pandas#5922,ipython/ipython#4792,matplotlib/matplotlib#5768
pandas-dev/pandas#5922,ipython/ipython#4792,matplotlib/matplotlib#6854
pandas-dev/pandas#5922,ipython/ipython#4792,matplotlib/matplotlib#7052
pandas-dev/pandas#5221,ipython/ipython#4791,matplotlib/matplotlib#6619
pandas-dev/pandas#5221,ipython/ipython#4791,matplotlib/matplotlib#6517
pandas-dev/pandas#5221,ipython/ipython#4791,matplotlib/matplotlib#6995
pandas-dev/pandas#5221,ipython/ipython#4570,matplotlib/matplotlib#3727
pandas-dev/pandas#5221,ipython/ipython#4570,numpy/numpy#4351
pandas-dev/pandas#5221,ipython/ipython#4570,ipython/ipython#7964
pandas-dev/pandas#6250,ipython/ipython#4504,ipython/ipython#6183
pandas-dev/pandas#6250,ipython/ipython#4504,ipython/ipython#2389
pandas-dev/pandas#6250,ipython/ipython#4504,ipython/ipython#6679
pandas-dev/pandas#5751,ipython/ipython#4238,ipython/ipython#585
pandas-dev/pandas#5751,ipython/ipython#4238,ipython/ipython#1175
pandas-dev/pandas#5751,ipython/ipython#4238,ipython/ipython#2277
pandas-dev/pandas#2097,ipython/ipython#2500,ipython/ipython#2635
pandas-dev/pandas#2097,ipython/ipython#2500,ipython/ipython#3246
pandas-dev/pandas#2097,ipython/ipython#2500,matplotlib/matplotlib#235
pandas-dev/pandas#2829,ipython/ipython#2443,ipython/ipython#138
pandas-dev/pandas#2829,ipython/ipython#2443,ipython/ipython#7510
pandas-dev/pandas#2829,ipython/ipython#2443,ipython/ipython#5022
pandas-dev/pandas#7953,ipython/ipython#1555,scikit-learn/scikit-learn#2625
pandas-dev/pandas#7953,ipython/ipython#1555,scikit-learn/scikit-learn#8079
pandas-dev/pandas#7953,ipython/ipython#1555,scikit-learn/scikit-learn#1465
pandas-dev/pandas#681,ipython/ipython#1317,ipython/ipython#6295
pandas-dev/pandas#681,ipython/ipython#1317,ipython/ipython#5301
pandas-dev/pandas#681,ipython/ipython#1317,ipython/ipython#3239
pandas-dev/pandas#3778,astropy/astropy#1156,numpy/numpy#8122
pandas-dev/pandas#3778,astropy/astropy#1156,ipython/ipython#6454
pandas-dev/pandas#3778,astropy/astropy#1156,ipython/ipython#7227
