issue,related_issue,no_related_issue
numpy/numpy#4007,scipy/scipy#4105,scipy/scipy#4151
numpy/numpy#4007,scipy/scipy#4105,scipy/scipy#4081
numpy/numpy#4007,scipy/scipy#4105,scipy/scipy#2673
numpy/numpy#3907,astropy/astropy#2701,astropy/astropy#1491
numpy/numpy#3907,astropy/astropy#2701,astropy/astropy#20
numpy/numpy#3907,astropy/astropy#2701,astropy/astropy#524
numpy/numpy#3897,scipy/scipy#2981,scipy/scipy#5018
numpy/numpy#3897,scipy/scipy#2981,scipy/scipy#3231
numpy/numpy#3897,scipy/scipy#2981,scipy/scipy#6398
numpy/numpy#3871,scipy/scipy#2894,scipy/scipy#6333
numpy/numpy#3871,scipy/scipy#2894,scipy/scipy#5723
numpy/numpy#3871,scipy/scipy#2894,scipy/scipy#5345
numpy/numpy#3796,scipy/scipy#2890,astropy/astropy#1881
numpy/numpy#3796,scipy/scipy#2890,pandas-dev/pandas#9148
numpy/numpy#3796,scipy/scipy#2890,pandas-dev/pandas#12911
numpy/numpy#3793,scipy/scipy#2930,astropy/astropy#1356
numpy/numpy#3793,scipy/scipy#2930,scikit-learn/scikit-learn#1193
numpy/numpy#3793,scipy/scipy#2930,scikit-learn/scikit-learn#1716
numpy/numpy#3768,scipy/scipy#2890,astropy/astropy#1881
numpy/numpy#3768,scipy/scipy#2890,pandas-dev/pandas#9148
numpy/numpy#3768,scipy/scipy#2890,pandas-dev/pandas#12911
numpy/numpy#3761,scipy/scipy#2890,astropy/astropy#1881
numpy/numpy#3761,scipy/scipy#2890,pandas-dev/pandas#9148
numpy/numpy#3761,scipy/scipy#2890,pandas-dev/pandas#12911
numpy/numpy#3439,scipy/scipy#2620,scipy/scipy#426
numpy/numpy#3439,scipy/scipy#2620,scipy/scipy#2610
numpy/numpy#3439,scipy/scipy#2620,scipy/scipy#2891
numpy/numpy#3340,scipy/scipy#2492,scipy/scipy#6241
numpy/numpy#3340,scipy/scipy#2492,scipy/scipy#3283
numpy/numpy#3340,scipy/scipy#2492,scipy/scipy#4766
numpy/numpy#3149,scipy/scipy#459,scipy/scipy#7297
numpy/numpy#3149,scipy/scipy#459,scipy/scipy#4473
numpy/numpy#3149,scipy/scipy#459,scipy/scipy#2481
numpy/numpy#2970,scipy/scipy#374,scipy/scipy#4992
numpy/numpy#2970,scipy/scipy#374,scipy/scipy#336
numpy/numpy#2970,scipy/scipy#374,scipy/scipy#7074
numpy/numpy#2843,matplotlib/matplotlib#1466,astropy/astropy#5170
numpy/numpy#2843,matplotlib/matplotlib#1466,astropy/astropy#3102
numpy/numpy#2843,matplotlib/matplotlib#1466,astropy/astropy#1836
numpy/numpy#2766,ipython/ipython#3017,pandas-dev/pandas#9184
numpy/numpy#2766,ipython/ipython#3017,pandas-dev/pandas#9711
numpy/numpy#2766,ipython/ipython#3017,pandas-dev/pandas#7860
numpy/numpy#2747,astropy/astropy#465,astropy/astropy#3891
numpy/numpy#2747,astropy/astropy#465,astropy/astropy#4794
numpy/numpy#2747,astropy/astropy#465,astropy/astropy#6209
numpy/numpy#2746,astropy/astropy#495,astropy/astropy#3910
numpy/numpy#2746,astropy/astropy#495,astropy/astropy#2852
numpy/numpy#2746,astropy/astropy#495,astropy/astropy#1128
numpy/numpy#2733,astropy/astropy#451,astropy/astropy#130
numpy/numpy#2733,astropy/astropy#451,astropy/astropy#937
numpy/numpy#2733,astropy/astropy#451,astropy/astropy#731
numpy/numpy#2561,scipy/scipy#2066,scipy/scipy#1982
numpy/numpy#2561,scipy/scipy#2066,scipy/scipy#1936
numpy/numpy#2561,scipy/scipy#2066,scipy/scipy#1731
numpy/numpy#374,scipy/scipy#279,scipy/scipy#6591
numpy/numpy#374,scipy/scipy#279,scipy/scipy#38
numpy/numpy#374,scipy/scipy#279,astropy/astropy#91
numpy/numpy#255,scipy/scipy#191,scipy/scipy#6793
numpy/numpy#255,scipy/scipy#191,scipy/scipy#5415
numpy/numpy#255,scipy/scipy#191,scipy/scipy#7057
numpy/numpy#95,scipy/scipy#38,scipy/scipy#6591
numpy/numpy#95,scipy/scipy#38,matplotlib/matplotlib#5803
numpy/numpy#95,scipy/scipy#38,matplotlib/matplotlib#6421
numpy/numpy#9822,astropy/astropy#6645,astropy/astropy#4543
numpy/numpy#9822,astropy/astropy#6645,astropy/astropy#5133
numpy/numpy#9822,astropy/astropy#6645,astropy/astropy#644
numpy/numpy#9819,scipy/scipy#7969,scipy/scipy#2675
numpy/numpy#9819,scipy/scipy#7969,scipy/scipy#2474
numpy/numpy#9819,scipy/scipy#7969,scipy/scipy#6921
numpy/numpy#9812,scipy/scipy#7965,scipy/scipy#8030
numpy/numpy#9812,scipy/scipy#7965,scipy/scipy#8055
numpy/numpy#9812,scipy/scipy#7965,ipython/ipython#2551
numpy/numpy#9720,scipy/scipy#7907,scipy/scipy#7703
numpy/numpy#9720,scipy/scipy#7907,scipy/scipy#2680
numpy/numpy#9720,scipy/scipy#7907,scipy/scipy#7721
numpy/numpy#9718,scipy/scipy#8019,scipy/scipy#8129
numpy/numpy#9718,scipy/scipy#8019,scipy/scipy#7997
numpy/numpy#9718,scipy/scipy#8019,scipy/scipy#6652
numpy/numpy#9617,scipy/scipy#7780,scipy/scipy#245
numpy/numpy#9617,scipy/scipy#7780,scipy/scipy#2726
numpy/numpy#9617,scipy/scipy#7780,scipy/scipy#6895
numpy/numpy#9617,scipy/scipy#7801,matplotlib/matplotlib#2438
numpy/numpy#9617,scipy/scipy#7801,ipython/ipython#3311
numpy/numpy#9617,scipy/scipy#7801,scipy/scipy#326
numpy/numpy#9431,scipy/scipy#7597,scikit-learn/scikit-learn#4254
numpy/numpy#9431,scipy/scipy#7597,matplotlib/matplotlib#5670
numpy/numpy#9431,scipy/scipy#7597,scikit-learn/scikit-learn#486
numpy/numpy#9431,scipy/scipy#7616,scipy/scipy#3792
numpy/numpy#9431,scipy/scipy#7616,scipy/scipy#3504
numpy/numpy#9431,scipy/scipy#7616,scipy/scipy#3397
numpy/numpy#9431,scipy/scipy#7613,scipy/scipy#2692
numpy/numpy#9431,scipy/scipy#7613,scipy/scipy#5097
numpy/numpy#9431,scipy/scipy#7613,scipy/scipy#2616
numpy/numpy#9427,scipy/scipy#7597,scikit-learn/scikit-learn#4254
numpy/numpy#9427,scipy/scipy#7597,matplotlib/matplotlib#5670
numpy/numpy#9427,scipy/scipy#7597,scikit-learn/scikit-learn#486
numpy/numpy#9399,scipy/scipy#7580,scipy/scipy#2703
numpy/numpy#9399,scipy/scipy#7580,pandas-dev/pandas#2806
numpy/numpy#9399,scipy/scipy#7580,scipy/scipy#4128
numpy/numpy#9362,scipy/scipy#7562,scipy/scipy#4366
numpy/numpy#9362,scipy/scipy#7562,pandas-dev/pandas#203
numpy/numpy#9362,scipy/scipy#7562,matplotlib/matplotlib#4694
numpy/numpy#9336,astropy/astropy#6645,astropy/astropy#6183
numpy/numpy#9336,astropy/astropy#6645,astropy/astropy#6701
numpy/numpy#9336,astropy/astropy#6645,astropy/astropy#2203
numpy/numpy#9309,scipy/scipy#7537,scipy/scipy#7581
numpy/numpy#9309,scipy/scipy#7537,scipy/scipy#7577
numpy/numpy#9309,scipy/scipy#7537,scipy/scipy#7516
numpy/numpy#9143,scipy/scipy#7419,scipy/scipy#435
numpy/numpy#9143,scipy/scipy#7419,scipy/scipy#7634
numpy/numpy#9143,scipy/scipy#7419,scipy/scipy#6214
numpy/numpy#9139,astropy/astropy#6090,astropy/astropy#5389
numpy/numpy#9139,astropy/astropy#6090,astropy/astropy#5906
numpy/numpy#9139,astropy/astropy#6090,astropy/astropy#1409
numpy/numpy#9100,matplotlib/matplotlib#8610,scikit-learn/scikit-learn#3506
numpy/numpy#9100,matplotlib/matplotlib#8610,scikit-learn/scikit-learn#7772
numpy/numpy#9100,matplotlib/matplotlib#8610,scikit-learn/scikit-learn#3418
numpy/numpy#9035,scipy/scipy#7321,astropy/astropy#5020
numpy/numpy#9035,scipy/scipy#7321,astropy/astropy#2005
numpy/numpy#9035,scipy/scipy#7321,astropy/astropy#3592
numpy/numpy#8983,astropy/astropy#6090,astropy/astropy#5389
numpy/numpy#8983,astropy/astropy#6090,astropy/astropy#5906
numpy/numpy#8983,astropy/astropy#6090,astropy/astropy#1409
numpy/numpy#8983,scipy/scipy#7418,astropy/astropy#776
numpy/numpy#8983,scipy/scipy#7418,astropy/astropy#3987
numpy/numpy#8983,scipy/scipy#7418,astropy/astropy#4424
numpy/numpy#8942,astropy/astropy#5700,astropy/astropy#3794
numpy/numpy#8942,astropy/astropy#5700,astropy/astropy#2719
numpy/numpy#8942,astropy/astropy#5700,astropy/astropy#3455
numpy/numpy#8865,astropy/astropy#5916,astropy/astropy#2211
numpy/numpy#8865,astropy/astropy#5916,astropy/astropy#6638
numpy/numpy#8865,astropy/astropy#5916,astropy/astropy#5163
numpy/numpy#8585,scipy/scipy#7015,scipy/scipy#2749
numpy/numpy#8585,scipy/scipy#7015,astropy/astropy#4700
numpy/numpy#8585,scipy/scipy#7015,astropy/astropy#5672
numpy/numpy#8561,matplotlib/matplotlib#7686,ipython/ipython#10627
numpy/numpy#8561,matplotlib/matplotlib#7686,scikit-learn/scikit-learn#5204
numpy/numpy#8561,matplotlib/matplotlib#7686,matplotlib/matplotlib#3093
numpy/numpy#8472,scipy/scipy#6961,scipy/scipy#6705
numpy/numpy#8472,scipy/scipy#6961,scipy/scipy#5045
numpy/numpy#8472,scipy/scipy#6961,scipy/scipy#6426
numpy/numpy#8409,astropy/astropy#5629,astropy/astropy#1396
numpy/numpy#8409,astropy/astropy#5629,astropy/astropy#1879
numpy/numpy#8409,astropy/astropy#5629,astropy/astropy#6458
numpy/numpy#8388,scipy/scipy#7227,scipy/scipy#7229
numpy/numpy#8388,scipy/scipy#7227,scipy/scipy#4273
numpy/numpy#8388,scipy/scipy#7227,scipy/scipy#4293
numpy/numpy#8340,astropy/astropy#5232,astropy/astropy#6170
numpy/numpy#8340,astropy/astropy#5232,astropy/astropy#1577
numpy/numpy#8340,astropy/astropy#5232,ipython/ipython#9317
numpy/numpy#8184,scipy/scipy#6697,astropy/astropy#5448
numpy/numpy#8184,scipy/scipy#6697,astropy/astropy#6729
numpy/numpy#8184,scipy/scipy#6697,astropy/astropy#6749
numpy/numpy#8184,scipy/scipy#6696,astropy/astropy#1177
numpy/numpy#8184,scipy/scipy#6696,scipy/scipy#4099
numpy/numpy#8184,scipy/scipy#6696,matplotlib/matplotlib#1739
numpy/numpy#8172,astropy/astropy#5419,astropy/astropy#5997
numpy/numpy#8172,astropy/astropy#5419,astropy/astropy#6187
numpy/numpy#8172,astropy/astropy#5419,astropy/astropy#5710
numpy/numpy#8015,astropy/astropy#5303,astropy/astropy#5305
numpy/numpy#8015,astropy/astropy#5303,astropy/astropy#4933
numpy/numpy#8015,astropy/astropy#5303,astropy/astropy#5345
numpy/numpy#7792,scipy/scipy#6336,scipy/scipy#3010
numpy/numpy#7792,scipy/scipy#6336,scipy/scipy#6989
numpy/numpy#7792,scipy/scipy#6336,scipy/scipy#5213
numpy/numpy#7792,scipy/scipy#6074,scipy/scipy#6044
numpy/numpy#7792,scipy/scipy#6074,scipy/scipy#3944
numpy/numpy#7792,scipy/scipy#6074,scipy/scipy#3060
numpy/numpy#7458,scipy/scipy#5383,scipy/scipy#7662
numpy/numpy#7458,scipy/scipy#5383,scipy/scipy#3966
numpy/numpy#7458,scipy/scipy#5383,scipy/scipy#6330
numpy/numpy#7433,astropy/astropy#5421,astropy/astropy#3162
numpy/numpy#7433,astropy/astropy#5421,astropy/astropy#5445
numpy/numpy#7433,astropy/astropy#5421,astropy/astropy#5106
numpy/numpy#7369,scipy/scipy#1794,scipy/scipy#1728
numpy/numpy#7369,scipy/scipy#1794,scipy/scipy#1631
numpy/numpy#7369,scipy/scipy#1794,scipy/scipy#2157
numpy/numpy#7164,astropy/astropy#4549,astropy/astropy#657
numpy/numpy#7164,astropy/astropy#4549,astropy/astropy#721
numpy/numpy#7164,astropy/astropy#4549,astropy/astropy#5651
numpy/numpy#7161,astropy/astropy#4548,astropy/astropy#3741
numpy/numpy#7161,astropy/astropy#4548,astropy/astropy#2741
numpy/numpy#7161,astropy/astropy#4548,astropy/astropy#3037
numpy/numpy#7142,astropy/astropy#4543,astropy/astropy#5133
numpy/numpy#7142,astropy/astropy#4543,astropy/astropy#1496
numpy/numpy#7142,astropy/astropy#4543,astropy/astropy#4832
numpy/numpy#7056,scipy/scipy#5659,scipy/scipy#5000
numpy/numpy#7056,scipy/scipy#5659,scipy/scipy#4968
numpy/numpy#7056,scipy/scipy#5659,scipy/scipy#4961
numpy/numpy#6936,scipy/scipy#5661,scikit-learn/scikit-learn#9725
numpy/numpy#6936,scipy/scipy#5661,scipy/scipy#1
numpy/numpy#6936,scipy/scipy#5661,scipy/scipy#3512
numpy/numpy#6936,scipy/scipy#5629,scipy/scipy#5016
numpy/numpy#6936,scipy/scipy#5629,scipy/scipy#4405
numpy/numpy#6936,scipy/scipy#5629,scipy/scipy#5649
numpy/numpy#6892,scipy/scipy#5621,scipy/scipy#4930
numpy/numpy#6892,scipy/scipy#5621,scipy/scipy#6130
numpy/numpy#6892,scipy/scipy#5621,scipy/scipy#7070
numpy/numpy#6892,scipy/scipy#4885,scipy/scipy#6535
numpy/numpy#6892,scipy/scipy#4885,scipy/scipy#7598
numpy/numpy#6892,scipy/scipy#4885,scipy/scipy#2541
numpy/numpy#6892,scipy/scipy#4387,scipy/scipy#343
numpy/numpy#6892,scipy/scipy#4387,scipy/scipy#4593
numpy/numpy#6892,scipy/scipy#4387,scipy/scipy#346
numpy/numpy#6892,scipy/scipy#3616,scipy/scipy#2995
numpy/numpy#6892,scipy/scipy#3616,scipy/scipy#3118
numpy/numpy#6892,scipy/scipy#3616,scipy/scipy#3999
numpy/numpy#6712,scipy/scipy#4729,scipy/scipy#3935
numpy/numpy#6712,scipy/scipy#4729,scipy/scipy#5535
numpy/numpy#6712,scipy/scipy#4729,scipy/scipy#3232
numpy/numpy#6495,scipy/scipy#5380,scipy/scipy#88
numpy/numpy#6495,scipy/scipy#5380,scipy/scipy#2426
numpy/numpy#6495,scipy/scipy#5380,scipy/scipy#4881
numpy/numpy#6492,scipy/scipy#4919,scipy/scipy#7955
numpy/numpy#6492,scipy/scipy#4919,scipy/scipy#91
numpy/numpy#6492,scipy/scipy#4919,scipy/scipy#7571
numpy/numpy#6491,scipy/scipy#5374,scipy/scipy#5542
numpy/numpy#6491,scipy/scipy#5374,scipy/scipy#4065
numpy/numpy#6491,scipy/scipy#5374,scipy/scipy#3455
numpy/numpy#6474,scipy/scipy#5195,scipy/scipy#496
numpy/numpy#6474,scipy/scipy#5195,scipy/scipy#4180
numpy/numpy#6474,scipy/scipy#5195,ipython/ipython#3133
numpy/numpy#6467,astropy/astropy#4259,astropy/astropy#6565
numpy/numpy#6467,astropy/astropy#4259,astropy/astropy#3471
numpy/numpy#6467,astropy/astropy#4259,scipy/scipy#5554
numpy/numpy#6461,scipy/scipy#5331,scipy/scipy#87
numpy/numpy#6461,scipy/scipy#5331,matplotlib/matplotlib#1566
numpy/numpy#6461,scipy/scipy#5331,matplotlib/matplotlib#4029
numpy/numpy#6270,scipy/scipy#5173,scipy/scipy#4179
numpy/numpy#6270,scipy/scipy#5173,scipy/scipy#5445
numpy/numpy#6270,scipy/scipy#5173,scipy/scipy#4716
numpy/numpy#6257,scipy/scipy#465,scipy/scipy#360
numpy/numpy#6257,scipy/scipy#465,scipy/scipy#359
numpy/numpy#6257,scipy/scipy#465,scipy/scipy#466
numpy/numpy#6257,scipy/scipy#454,scipy/scipy#7283
numpy/numpy#6257,scipy/scipy#454,scipy/scipy#3224
numpy/numpy#6257,scipy/scipy#454,scipy/scipy#7690
numpy/numpy#6257,scipy/scipy#4474,scipy/scipy#5271
numpy/numpy#6257,scipy/scipy#4474,scipy/scipy#3908
numpy/numpy#6257,scipy/scipy#4474,scipy/scipy#5461
numpy/numpy#6179,scipy/scipy#1484,scipy/scipy#2412
numpy/numpy#6179,scipy/scipy#1484,scipy/scipy#2248
numpy/numpy#6179,scipy/scipy#1484,scipy/scipy#2352
numpy/numpy#6019,astropy/astropy#3877,astropy/astropy#4466
numpy/numpy#6019,astropy/astropy#3877,astropy/astropy#2169
numpy/numpy#6019,astropy/astropy#3877,astropy/astropy#3184
numpy/numpy#5986,astropy/astropy#2583,pandas-dev/pandas#12291
numpy/numpy#5986,astropy/astropy#2583,pandas-dev/pandas#3800
numpy/numpy#5986,astropy/astropy#2583,ipython/ipython#4610
numpy/numpy#5962,astropy/astropy#3860,astropy/astropy#3851
numpy/numpy#5962,astropy/astropy#3860,astropy/astropy#3618
numpy/numpy#5962,astropy/astropy#3860,astropy/astropy#2284
numpy/numpy#5962,astropy/astropy#3848,astropy/astropy#4007
numpy/numpy#5962,astropy/astropy#3848,astropy/astropy#3235
numpy/numpy#5962,astropy/astropy#3848,astropy/astropy#2944
numpy/numpy#5891,scipy/scipy#4805,scipy/scipy#4277
numpy/numpy#5891,scipy/scipy#4805,scipy/scipy#4307
numpy/numpy#5891,scipy/scipy#4805,scipy/scipy#2754
numpy/numpy#5810,scipy/scipy#4666,scipy/scipy#5995
numpy/numpy#5810,scipy/scipy#4666,scipy/scipy#6550
numpy/numpy#5810,scipy/scipy#4666,scipy/scipy#6738
numpy/numpy#5766,scipy/scipy#4720,scipy/scipy#6898
numpy/numpy#5766,scipy/scipy#4720,scipy/scipy#5250
numpy/numpy#5766,scipy/scipy#4720,scipy/scipy#4627
numpy/numpy#5701,scipy/scipy#4642,scipy/scipy#4403
numpy/numpy#5701,scipy/scipy#4642,scipy/scipy#5052
numpy/numpy#5701,scipy/scipy#4642,scipy/scipy#4702
numpy/numpy#5590,astropy/astropy#3584,astropy/astropy#2946
numpy/numpy#5590,astropy/astropy#3584,astropy/astropy#2963
numpy/numpy#5590,astropy/astropy#3584,astropy/astropy#2937
numpy/numpy#5556,scipy/scipy#4512,scipy/scipy#4235
numpy/numpy#5556,scipy/scipy#4512,scipy/scipy#4281
numpy/numpy#5556,scipy/scipy#4512,scipy/scipy#3192
numpy/numpy#5548,scipy/scipy#4589,scipy/scipy#4451
numpy/numpy#5548,scipy/scipy#4589,astropy/astropy#2936
numpy/numpy#5548,scipy/scipy#4589,astropy/astropy#3568
numpy/numpy#5479,scipy/scipy#5461,scipy/scipy#5271
numpy/numpy#5479,scipy/scipy#5461,scipy/scipy#4474
numpy/numpy#5479,scipy/scipy#5461,scipy/scipy#3908
numpy/numpy#5371,astropy/astropy#3141,astropy/astropy#1576
numpy/numpy#5371,astropy/astropy#3141,astropy/astropy#1462
numpy/numpy#5371,astropy/astropy#3141,astropy/astropy#1419
numpy/numpy#5329,scipy/scipy#5608,scipy/scipy#4374
numpy/numpy#5329,scipy/scipy#5608,scipy/scipy#3036
numpy/numpy#5329,scipy/scipy#5608,matplotlib/matplotlib#4681
numpy/numpy#5316,scipy/scipy#4168,scipy/scipy#190
numpy/numpy#5316,scipy/scipy#4168,ipython/ipython#1011
numpy/numpy#5316,scipy/scipy#4168,ipython/ipython#1572
numpy/numpy#5309,scipy/scipy#4351,scipy/scipy#4928
numpy/numpy#5309,scipy/scipy#4351,scipy/scipy#3564
numpy/numpy#5309,scipy/scipy#4351,astropy/astropy#3981
numpy/numpy#5280,scipy/scipy#4133,pandas-dev/pandas#5126
numpy/numpy#5280,scipy/scipy#4133,pandas-dev/pandas#5130
numpy/numpy#5280,scipy/scipy#4133,pandas-dev/pandas#4962
numpy/numpy#5270,scipy/scipy#4153,scipy/scipy#2
numpy/numpy#5270,scipy/scipy#4153,matplotlib/matplotlib#5724
numpy/numpy#5270,scipy/scipy#4153,matplotlib/matplotlib#5389
numpy/numpy#5266,scipy/scipy#4121,scipy/scipy#4725
numpy/numpy#5266,scipy/scipy#4121,scipy/scipy#6100
numpy/numpy#5266,scipy/scipy#4121,scipy/scipy#6163
numpy/numpy#5251,astropy/astropy#3052,astropy/astropy#3591
numpy/numpy#5251,astropy/astropy#3052,astropy/astropy#3169
numpy/numpy#5251,astropy/astropy#3052,astropy/astropy#4096
numpy/numpy#5237,scipy/scipy#4105,scipy/scipy#4151
numpy/numpy#5237,scipy/scipy#4105,scipy/scipy#4081
numpy/numpy#5237,scipy/scipy#4105,scipy/scipy#2673
numpy/numpy#5230,astropy/astropy#2948,astropy/astropy#1554
numpy/numpy#5230,astropy/astropy#2948,astropy/astropy#2257
numpy/numpy#5230,astropy/astropy#2948,astropy/astropy#1593
numpy/numpy#5184,matplotlib/matplotlib#3598,matplotlib/matplotlib#3849
numpy/numpy#5184,matplotlib/matplotlib#3598,matplotlib/matplotlib#4305
numpy/numpy#5184,matplotlib/matplotlib#3598,matplotlib/matplotlib#2135
numpy/numpy#5154,scipy/scipy#3987,scipy/scipy#3856
numpy/numpy#5154,scipy/scipy#3987,scipy/scipy#4535
numpy/numpy#5154,scipy/scipy#3987,ipython/ipython#1549
numpy/numpy#5097,scipy/scipy#4014,astropy/astropy#5837
numpy/numpy#5097,scipy/scipy#4014,scipy/scipy#3857
numpy/numpy#5097,scipy/scipy#4014,scipy/scipy#4839
numpy/numpy#5085,astropy/astropy#2960,astropy/astropy#2492
numpy/numpy#5085,astropy/astropy#2960,astropy/astropy#1219
numpy/numpy#5085,astropy/astropy#2960,astropy/astropy#809
numpy/numpy#5073,scipy/scipy#4018,astropy/astropy#4662
numpy/numpy#5073,scipy/scipy#4018,astropy/astropy#4281
numpy/numpy#5073,scipy/scipy#4018,matplotlib/matplotlib#893
numpy/numpy#4977,scipy/scipy#58,scipy/scipy#258
numpy/numpy#4977,scipy/scipy#58,scipy/scipy#150
numpy/numpy#4977,scipy/scipy#58,scipy/scipy#3523
numpy/numpy#4972,scipy/scipy#3882,pandas-dev/pandas#13563
numpy/numpy#4972,scipy/scipy#3882,pandas-dev/pandas#13564
numpy/numpy#4972,scipy/scipy#3882,pandas-dev/pandas#10250
numpy/numpy#4866,astropy/astropy#2734,astropy/astropy#2123
numpy/numpy#4866,astropy/astropy#2734,astropy/astropy#4410
numpy/numpy#4866,astropy/astropy#2734,astropy/astropy#3820
numpy/numpy#4843,astropy/astropy#2693,ipython/ipython#7596
numpy/numpy#4843,astropy/astropy#2693,ipython/ipython#7121
numpy/numpy#4843,astropy/astropy#2693,ipython/ipython#7123
numpy/numpy#4815,astropy/astropy#2583,pandas-dev/pandas#12291
numpy/numpy#4815,astropy/astropy#2583,pandas-dev/pandas#3800
numpy/numpy#4815,astropy/astropy#2583,ipython/ipython#4610
numpy/numpy#4804,matplotlib/matplotlib#3188,matplotlib/matplotlib#5205
numpy/numpy#4804,matplotlib/matplotlib#3188,matplotlib/matplotlib#7374
numpy/numpy#4804,matplotlib/matplotlib#3188,matplotlib/matplotlib#7007
numpy/numpy#4804,matplotlib/matplotlib#3186,ipython/ipython#4469
numpy/numpy#4804,matplotlib/matplotlib#3186,ipython/ipython#5460
numpy/numpy#4804,matplotlib/matplotlib#3186,ipython/ipython#5222
numpy/numpy#4778,astropy/astropy#2281,astropy/astropy#896
numpy/numpy#4778,astropy/astropy#2281,ipython/ipython#2892
numpy/numpy#4778,astropy/astropy#2281,astropy/astropy#6320
numpy/numpy#4703,scipy/scipy#3630,scipy/scipy#5856
numpy/numpy#4703,scipy/scipy#3630,scipy/scipy#7929
numpy/numpy#4703,scipy/scipy#3630,scipy/scipy#7928
numpy/numpy#4684,scipy/scipy#3621,scipy/scipy#6342
numpy/numpy#4684,scipy/scipy#3621,scipy/scipy#6175
numpy/numpy#4684,scipy/scipy#3621,scipy/scipy#2652
numpy/numpy#4681,scipy/scipy#4197,scipy/scipy#5119
numpy/numpy#4681,scipy/scipy#4197,astropy/astropy#4969
numpy/numpy#4681,scipy/scipy#4197,scipy/scipy#4511
numpy/numpy#4681,scipy/scipy#4218,scipy/scipy#5655
numpy/numpy#4681,scipy/scipy#4218,scipy/scipy#2901
numpy/numpy#4681,scipy/scipy#4218,scipy/scipy#3401
numpy/numpy#4656,scipy/scipy#3596,scipy/scipy#3462
numpy/numpy#4656,scipy/scipy#3596,scipy/scipy#2980
numpy/numpy#4656,scipy/scipy#3596,scipy/scipy#7449
numpy/numpy#4628,astropy/astropy#2340,astropy/astropy#2491
numpy/numpy#4628,astropy/astropy#2340,astropy/astropy#234
numpy/numpy#4628,astropy/astropy#2340,matplotlib/matplotlib#1266
numpy/numpy#4622,astropy/astropy#2327,astropy/astropy#2213
numpy/numpy#4622,astropy/astropy#2327,astropy/astropy#3765
numpy/numpy#4622,astropy/astropy#2327,astropy/astropy#3763
numpy/numpy#4602,scipy/scipy#1205,scipy/scipy#1918
numpy/numpy#4602,scipy/scipy#1205,scipy/scipy#2388
